,name,artist,meaning,lyrics
48,wild things,alessia cara,love,Find table spacesSay your social gracesBow your head  they re pious hereBut you and I  we re pioneersWe make our own rulesOur own room  no bias hereLet  em sell what they are sellin There are no buyers hereSo gather all the rebels nowWe ll rebel rouse and sing aloudWe don t care what they say no way  no wayAnd we will leave the empty chairsTo those who say we can t sit thereWe re fine all by ourselvesSo aye  we brought our drum and this is how we danceNo mistakin   we make our breaks  if you don t like our 808sThen leave us alone  cause we don t need your policiesWe have no apologies for being   Find me where the wild things areOh my  we ll be alrightDon t mind us  yeahFind me where the wild things areOh my  we ll be just fineDon t mind us  yeahFind me where the wild things are
49,impossible,james arthur,love,Mmm hmm  mmI remember years agoSomeone told me I should takeCaution when it comes to love  I didAnd you were strong and I was notMy illusion  my mistakeI was careless  I forgot  I didAnd now when all is doneThere is nothing to sayYou have gone and so effortlesslyYou have won  you can go ahead tell themTell them all I know nowShout it from the rooftopsWrite it on the skylineAll we had is gone nowTell them I was happyAnd my heart is brokenAll my scars are openTell them what I hoped would beImpossible  impossibleImpossible  impossible
50,phobias,johnny orlando,love,I know it s probably in my headBut she got me checking under the bedFor you  I m a nervous wreck for youI m a little paranoidAnd you know that I ve been I m avoiding youBaby  I m a mess  it s trueAnd I don t like falling Cause I neverBeen good with heightsAnd not being rightBut maybe I m stalling Cause I never made any timeFor you and II ve been hurt beforeAnd that s why I close the doorScared of the darkAnd broken heartsI can t let you in Cause I m crawling in my skinOh  I ve been scarredBy broken hearts
51,just the way you are,bruno mars,love,Oh  oh oh ohOh oh oh ohOh oh ohOh  her eyes  her eyesMake the stars look like they re not shinin Her hair  her hairFalls perfectly without her tryin She s so beautifulAnd I tell her every dayYeah  I know  I knowWhen I compliment her  she won t believe meAnd it s so  it s soSad to think that she don t see what I seeBut every time she asks me   Do I look okay   I sayWhen I see your face There s not a thing that I would change Cause you re amazing Just the way you are And when you smile The whole world stops and stares for a while Cause  girl  you re amazing Just the way you are Yeah
52,love is more depressing than depression,prxz,love,Father forgive me for you know that I am always sinningI take no interest partying with liquor  fucking up my systemExcuse my language that s a hang up on how shitty I been feelingI m sorry I feel no attraction I know that it s been a minute Cause I ve been so alone for so long  oh oh oh  yeah Cause I ve been so alone for so long  oh oh oh  yeah Cause I ve been s  so long  oh oh oh  yeah Cause I ve been so alone for so long  oh oh ohFather forgive me for you know that I am always sinningI take no interest partying with liquor  fucking up my systemExcuse my language that s a hang up on how shitty I been feelingI m sorry I feel no attraction I know that it s been a minute Cause I ve been so alone for so long  oh oh oh  yeah Cause I ve been so alone for so long  oh oh oh  yeah Cause I ve been s  so long  oh oh oh  yeah Cause I ve been so alone for so long  oh oh oh
53,moral of the story,ashe,love,So I never really knew youGod  I really tried toBlindsided  addictedThought we could really do thisBut really  I was foolishHindsight  it s obviousTalking with my lawyerShe said   Where d you find this guy  I said   Young people fall in loveWith the wrong people sometimes Some mistakes get madeThat s alright  that s okayYou can think that you re in loveWhen you re really just in painSome mistakes get madeThat s alright  that s okayIn the end  it s better for meThat s the moral of the story  babe
54,leave a light on,tom walker,love,The second someone mentioned you were all aloneI could feel the trouble coursin  through your veinsNow I know it s got a holdJust a phone call left unanswered had me sparkin  upThese cigarettes won t stop me wonderin  where you areDon t let go  keep a holdIf you look into the distance  there s a house upon the hillGuidin  like a lighthouseTo a place where you ll be safe to feel our grace Cause we ve all made mistakesIf you ve lost your wayI will leave the light onI will leave the light onI will leave the light onI will leave the light onTell me what s been happenin   what s been on your mindLately  you ve been searchin  for a darker place to hideThat s alrightBut if you carry on abusing  you ll be robbed from usI refuse to lose another friend to drugsJust come home  don t let go
55,wait for you,tom walker,love,I m just prayin  you can figure this outAnd when there s nothing left  you know I ll still be aroundAnd if all of this is dragging you underI ll remind you of the world and its wonderI m just prayin  we can figure this outThese bitter dreams  they seem to lastAnd even though it s in the pastI know it s hard for you to talkBare your soul and open upI will wait for you  I will wait for youCan t pretend to understandI ll be here to hold your handI will wait for you  I will wait for youI can t imagine everything you ve been throughYou ve taken the bad times and made  em good Cause when everything is dragging me underYou remind me of the world and its wonderAnd I m just glad that we have figured this out
56,waste my time,johnny orlando,love,You re always such a rushI m all good when I m by your sideI m not askin  muchOnly for the time of my lifeI know you re not the one that I needBut it doesn t change the way that I feel  yeahI should turn around and leaveBut I m still hereI kinda like it when you waste my timeI don t really care if you ain t mineGot me feelin  like there ain t no need to think beyond tonightI kinda like it when you waste my time Cause it means I get to look in those eyesGot me feelin  like there ain t no need to think beyond tonightSo go ahead and waste my timeI don t need no trustAll that I get is all that I seeWhat we got is enoughYou can be you  and I can be me
57,sleep,johnny orlando,love,Lights are getting low  everyone s goneBut I don t wanna goStay a little while  I know it s lateBut all we got is timeAnd I don t wanna fall asleep now Cause being with you right nowIs better than our dreams nowSo  baby  we should stay awake nowLet s drive around this ghost townAnd they can have their lights outDon t wanna fall asleep  fall asleep  fall asleep Cause being with you right nowIs better than our dreams nowNot gonna fall asleep  fall asleep  fall asleepLet s drive around this ghost town until the morning lightEmpty streets at nightJust doin  nothing never felt so rightWhen you re by my side  everything s betterStay until sunrise
